代码,名称,池,行业,PE,ROE,毛利率,净利率,负债率,市值(亿),营收增速,理由
688019.SH,安集科技,大市值,半导体,69.6122,20.4608,55.4642,28.6869,15.6957,572.6,32.7618,"安集科技(CMP抛光液龙头,572.6亿):ROE20.5%高,毛利55.5%/净利28.7%半导体材料顶级,负债率15.7%低,营收+32.8%国产替代。PE69.6偏高但质地与赛道支撑,半导体材料核心标的,PASS。"
688029.SH,南微医学,大市值,医疗保健,25.0822,13.9944,64.0095,17.4203,16.5772,139.4,22.1092,"南微医学(内镜诊疗器械龙头,139.4亿):毛利64%高,负债率16.6%低,营收+22.1%增长,PE25.1对增速PEG约1.14合理,ROE14%中等。内镜微创器械国产龙头,低估值高质地,PASS。"
688059.SH,华锐精密,大市值,机械基件,39.9983,37.012,57.2694,41.8811,32.891,133.0,88.2579,"华锐精密(数控刀具龙头,133亿):ROE37%极高,毛利57.3%/净利41.9%顶级,营收+88.3%国产替代+出海爆发,PE40对增速PEG约0.45低估,负债率32.9%适中。数控刀具核心标的,高回报低估值,PASS。"
688111.SH,金山办公,大市值,软件服务,33.9683,62.7568,86.5937,136.0731,25.1634,1232.7,23.954,"金山办公(WPS+AI办公,1232.7亿):ROE62.8%极高,毛利86.6%软件顶级,营收+23.95%AI办公放量,PE34合理,负债率25.2%低。净利率136%异常疑数据口径问题[数据存疑]。国产办公软件龙头,高回报合理估值,P"
688117.SH,圣诺生物,小盘,生物制药,33.2811,24.3276,59.8683,27.1659,44.0019,59.0,32.5211,"圣诺生物(生物制药/多肽CDMO):PE33.3/市值59亿,ROE年化24.3%极高,毛利59.9%,净利27.2%,负债率44%偏高,营收+32.5%高增.冷信:Q2营收/净利环比-58%~-67%(季节性),无应收存货异常.加权4.2"
688127.SH,蓝特光学,大市值,元器件,57.4743,22.9076,46.5074,28.7607,25.7212,271.7,76.5331,"蓝特光学(光学元件,271.7亿):ROE22.9%高,毛利46.5%/净利28.8%优质,营收+76.5%苹果链+AR放量,负债率25.7%低。PE57.5偏高但PEG约0.75,光学精密元件龙头,PASS。"
688155.SH,先惠技术,小盘,电气设备,17.5602,25.79,30.304,18.6784,54.7707,78.3,98.4072,"先惠技术(电气设备/锂电设备):PE17.6便宜/市值78.3亿,ROE年化25.8%高,毛利30.3%,净利18.7%,负债率54.8%高,营收+98.4%爆发.冷信:经营现金流为负-1.69亿,应收/营收1.28倍,营收环比-66%.加"
688188.SH,柏楚电子,大市值,专用机械,36.3728,20.3168,74.5146,58.2876,5.6248,426.8,10.5344,"柏楚电子(激光切割控制系统龙头,426.8亿):毛利74.5%/净利58.3%软件级盈利,负债率5.6%极低,ROE20.3%,PE36.4对营收+10.5%中性。激光控制系统寡头垄断,高质低负债,质地支撑估值,PASS。"
688208.SH,道通科技,大市值,IT设备,20.0257,19.6684,56.1661,14.1152,48.5476,186.4,18.7806,"道通科技(汽车诊断+充电桩,186.4亿):ROE19.7%良好,毛利56.2%高,营收+18.8%海外增长,PE20对增速PEG约1.07合理,负债率48.5%适中。诊断龙头+充电桩第二曲线,估值合理,PASS。"
688257.SH,新锐股份,大市值,机械基件,45.4658,49.6248,47.0561,29.2077,50.0615,223.8,111.567,"新锐股份(硬质合金刀具,223.8亿):ROE49.6%极高,毛利47.1%/净利29.2%优质,营收+111.6%爆发增长,PE45.5对增速PEG约0.41便宜,负债率50.1%适中。数控刀具+石油钻头双龙头,高回报,PASS。"
688266.SH,泽璟制药,大市值,生物制药,58.5867,91.3996,94.6416,53.0962,51.209,322.1,220.8781,"泽璟制药(创新药,322.1亿):营收+220.9%多纳非尼放量爆发,ROE91.4%极高,毛利94.6%/净利53.1%创新药顶级,PE58.6对增速PEG约0.27。创新药管线兑现期,高成长支撑估值,PASS。"
688278.SH,特宝生物,大市值,生物制药,22.5358,18.5872,89.4539,20.6187,18.6634,228.4,18.4818,"特宝生物(长效干扰素龙头,228.4亿):毛利89.5%/净利20.6%生物药顶级,负债率18.7%低,ROE18.6%,PE22.5对营收+18.5%,PEG约1.22合理。乙肝长效干扰素独家品种,低估值高质地,PASS。"
688334.SH,西高院,小盘,电气设备,22.9388,9.0268,56.9343,35.2789,16.5215,57.8,5.6393,电气设备检测服务(国家级机构)，毛利率56.9%/净利率35.3%双高，负债率16.5%极低，营收增速5.6%；PE_TTM22.9合理，冷信息无应收/存货风险(环比下滑为检测行业项目制季节性)；资质壁垒+盈利质量+财务稳健，加权约3.75
688578.SH,艾力斯,大市值,化学制药,21.8025,34.318,94.9117,40.1599,9.8153,526.5,44.1927,肺癌靶向药（伏美替尼三代EGFR-TKI，国产创新药标杆）：PE21.8/市值527亿/ROE34.3%极高/毛利94.9%净利率40.2%/负债率9.8%极低。营收增速44.2%，PEG仅0.49严重低估，今日+5.66%。创新药最优秀基
688580.SH,伟思医疗,小盘,医疗保健,28.7845,14.284,66.1569,58.0659,5.77,47.9,10.5592,康复医疗器械商（精神/盆底康复设备），毛利66.2%/净利58.1%极优秀，ROE14.3%，营收+10.6%稳健。负债率仅5.8%极稳健。PE28.8x合理，冷信息无异常。老龄化+康复医疗渗透率提升驱动长期需求，二类器械注册壁垒，综合4.
688617.SH,惠泰医疗,大市值,医疗保健,34.0386,30.3,72.4263,32.0649,12.3422,295.1,24.7754,电生理/血管介入龙头（迈瑞医疗控股）：PE34/市值295亿/ROE30.3%极高/毛利72.4%/净利率32.1%/负债率12.3%低。营收增速24.8%，PEG约1.37合理。国产电生理替代龙头，ROE极高+毛利高+低负债+迈瑞赋能渠道
688628.SH,优利德,小盘,电器仪表,45.6258,22.2924,46.4883,18.1991,23.5169,77.0,26.9793,测试测量仪器商（万用表/示波器等），ROE22.3%优秀，毛利46.5%/净利18.2%稳健，营收+27.0%成长明确，受益国产替代。PE45.6x偏高但PEG~1.7尚可。负债率23.5%健康。冷信息营收环比-67.6%/净利环比-52.
688633.SH,星球石墨,小盘,专用机械,18.271,16.624,52.0031,29.4157,42.8097,41.2,94.2197,石墨设备(化工防腐，细分龙头)，ROE16.6%(年化)，毛利率52%/净利率29.4%双高，营收增速94.2%高增长；PE_TTM18.3低估，冷信息无应收/存货异常(环比下滑为项目型设备季节性)，股东户数持续集中；高盈利+高增长+低估值
920037.BJ,广信科技,小盘,电气设备,24.9037,26.042,38.9482,24.8981,18.314,52.6,29.6446,"北交所绝缘材料股。质量优:ROE 26%,净利24.9%,PE 24.9不贵,负债率18.3%低,营收+29.6%,冷信息无异常,加权3.93过PASS线;北交所流动性为唯一瑕疵,盈利与成长匹配好PASS"
920038.BJ,森合高科,小盘,化工原料,17.5592,28.9448,47.9119,32.5104,13.4004,47.8,0.674,化工原料(黄金冶炼助剂)，ROE28.9%(年化)极高，毛利率47.9%/净利率32.5%双高，负债率13.4%极低；PE_TTM17.6低估，冷信息无显著突变；营收增速0.7%停滞是唯一短板，但盈利质量与财务稳健极优，加权约4.3分，PA
920176.BJ,维琪科技,小盘,化工原料,52.4535,15.8028,67.9572,36.4366,10.5173,47.7,2.2435,"维琪科技(多肽原料/美容肽):PE52.5贵/市值47.7亿,ROE年化15.8%,毛利68%极高,净利36.4%极高,负债率10.5%极低,营收+2.2%停滞.冷信:Q2营收/净利/现金流环比-74%~-90%(季节性).加权3.8星PA"
920258.BJ,聚仁新材,小盘,化工原料,44.5348,22.9618,39.7009,25.3558,11.2185,54.2,24.5786,"聚仁新材(化工原料/北交所):PE44.5偏高/市值54.2亿,ROE年化23%高,毛利39.7%,净利25.4%高,负债率11.2%极低,营收+24.6%高增.冷信:存货激增70.5%(或为备货),应收-37.6%.加权4.0星PASS:"
920509.BJ,同惠电子,小盘,电器仪表,46.6458,12.1992,58.877,25.7831,10.4513,32.9,12.8851,电子测量仪器商（国产替代受益），毛利58.9%/净利25.8%优秀，ROE12.2%，营收+12.9%稳健。负债率仅10.5%极稳健，冷信息无异常。PE46.6x偏高但净利仅1145万基数小。仪器行业技术壁垒+国产替代空间，综合3.6星，P
920735.BJ,德源药业,小盘,化学制药,13.0359,16.9352,83.0024,18.8705,20.4381,32.1,15.3246,"北交所糖尿病药股。质量优:毛利83%极高,ROE 16.9%,净利18.9%,PE 13便宜,负债率20.4%低,营收+15.3%,冷信息无异常,加权3.93过PASS线;高毛利高回报低估值匹配好PASS"
920946.BJ,森萱医药,小盘,化学制药,26.986,14.5924,51.7321,31.2705,6.5063,40.3,27.6664,原料药/医药中间体商，GMP+品种壁垒。毛利51.7%/净利31.3%优秀，ROE14.6%，营收+27.7%成长明确。负债率仅6.5%极稳健。PE27.0x合理。冷信息无异常。原料药受益全球供应链转移+特色品种放量，综合4.0星，PASS
